code_commune,taux_pauvrete,code_dept,annee
31253,7.0,31,2021
31254,12.0,31,2021
31263,7.0,31,2021
31282,14.0,31,2021
31287,7.0,31,2021
31291,7.0,31,2021
31293,9.0,31,2021
31299,8.0,31,2021
31303,11.0,31,2021
31324,16.0,31,2021
31341,10.0,31,2021
31345,9.0,31,2021
31351,11.0,31,2021
31358,7.0,31,2021
31375,14.0,31,2021
31389,6.0,31,2021
31390,30.0,31,2021
31395,17.0,31,2021
31396,10.0,31,2021
31399,9.0,31,2021
31410,7.0,31,2021
31417,7.0,31,2021
31421,10.0,31,2021
31424,11.0,31,2021
31433,14.0,31,2021
31445,6.0,31,2021
31446,15.0,31,2021
31451,17.0,31,2021
31454,11.0,31,2021
31455,12.0,31,2021
31458,12.0,31,2021
31460,8.0,31,2021
31467,12.0,31,2021
31483,24.0,31,2021
31488,9.0,31,2021
31490,14.0,31,2021
31499,9.0,31,2021
31506,10.0,31,2021
31516,10.0,31,2021
31517,14.0,31,2021
31526,9.0,31,2021
31547,12.0,31,2021
31555,22.0,31,2021
31557,10.0,31,2021
31561,8.0,31,2021
31573,7.0,31,2021
31574,8.0,31,2021
31582,10.0,31,2021
31584,15.0,31,2021
31588,13.0,31,2021
32013,18.0,32,2021
32107,24.0,32,2021
32119,23.0,32,2021
32132,17.0,32,2021
32147,14.0,32,2021
32160,10.0,32,2021
32208,18.0,32,2021
32213,14.0,32,2021
32249,17.0,32,2021
32256,20.0,32,2021
32410,11.0,32,2021
32462,19.0,32,2021
33001,15.0,33,2021
33003,16.0,33,2021
33004,19.0,33,2021
33005,7.0,33,2021
33009,12.0,33,2021
33011,8.0,33,2021
33013,12.0,33,2021
33018,9.0,33,2021
33019,9.0,33,2021
33022,7.0,33,2021
33029,5.0,33,2021
33030,13.0,33,2021
33032,16.0,33,2021
33036,17.0,33,2021
33037,8.0,33,2021
33039,14.0,33,2021
33042,9.0,33,2021
33051,8.0,33,2021
33056,11.0,33,2021
33058,24.0,33,2021
33063,17.0,33,2021
33067,19.0,33,2021
33069,10.0,33,2021
33075,9.0,33,2021
33080,9.0,33,2021
33081,17.0,33,2021
33090,7.0,33,2021
33096,12.0,33,2021
33097,11.0,33,2021
33099,7.0,33,2021
33104,9.0,33,2021
33108,39.0,33,2021
33114,12.0,33,2021
33119,28.0,33,2021
33120,10.0,33,2021
33122,5.0,33,2021
33123,11.0,33,2021
33138,18.0,33,2021
33140,12.0,33,2021
33143,10.0,33,2021
33146,14.0,33,2021
33162,12.0,33,2021
33165,8.0,33,2021
33167,22.0,33,2021
33177,12.0,33,2021
33179,11.0,33,2021
33192,11.0,33,2021
33199,9.0,33,2021
33200,10.0,33,2021
33203,12.0,33,2021
33207,7.0,33,2021
33213,6.0,33,2021
33214,11.0,33,2021
33225,9.0,33,2021
33226,11.0,33,2021
33227,18.0,33,2021
33229,8.0,33,2021
33233,15.0,33,2021
33234,8.0,33,2021
33236,10.0,33,2021
33238,6.0,33,2021
33240,21.0,33,2021
33243,21.0,33,2021
33248,8.0,33,2021
33249,28.0,33,2021
33256,5.0,33,2021
33262,8.0,33,2021
33268,9.0,33,2021
33273,5.0,33,2021
33281,12.0,33,2021
33284,6.0,33,2021
33293,7.0,33,2021
33312,8.0,33,2021
33314,23.0,33,2021
33318,13.0,33,2021
33321,11.0,33,2021
33322,5.0,33,2021
33324,21.0,33,2021
33327,11.0,33,2021
33333,9.0,33,2021
33337,14.0,33,2021
33341,10.0,33,2021
33352,30.0,33,2021
33363,6.0,33,2021
33366,12.0,33,2021
33376,5.0,33,2021
33381,6.0,33,2021
33389,19.0,33,2021
33393,17.0,33,2021
33397,11.0,33,2021
33402,48.0,33,2021
33413,9.0,33,2021
33422,6.0,33,2021
33424,9.0,33,2021
33433,10.0,33,2021
33434,13.0,33,2021
33437,17.0,33,2021
33438,12.0,33,2021
33447,21.0,33,2021
33449,7.0,33,2021
33466,9.0,33,2021
33473,14.0,33,2021
33478,20.0,33,2021
33483,8.0,33,2021
33492,19.0,33,2021
33498,6.0,33,2021
33514,16.0,33,2021
33519,7.0,33,2021
33522,17.0,33,2021
33527,9.0,33,2021
33529,11.0,33,2021
33533,14.0,33,2021
33535,9.0,33,2021
33539,9.0,33,2021
33540,16.0,33,2021
33550,13.0,33,2021
33555,6.0,33,2021
34003,22.0,34,2021
34010,16.0,34,2021
34022,10.0,34,2021
34023,13.0,34,2021
34024,9.0,34,2021
34025,14.0,34,2021
34028,28.0,34,2021
34031,19.0,34,2021
34032,36.0,34,2021
34037,15.0,34,2021
34051,13.0,34,2021
34052,19.0,34,2021
34057,13.0,34,2021
34058,8.0,34,2021
34063,17.0,34,2021
34069,17.0,34,2021
34073,16.0,34,2021
34074,19.0,34,2021
34077,9.0,34,2021
34079,24.0,34,2021
34081,13.0,34,2021
34087,11.0,34,2021
34088,15.0,34,2021
34090,9.0,34,2021
34095,9.0,34,2021
34101,18.0,34,2021
34108,16.0,34,2021
34111,31.0,34,2021
34113,14.0,34,2021
34114,16.0,34,2021
34116,15.0,34,2021
34120,9.0,34,2021
34123,15.0,34,2021
34126,17.0,34,2021
34127,9.0,34,2021
34129,10.0,34,2021
34134,11.0,34,2021
34135,17.0,34,2021
34140,11.0,34,2021
34142,30.0,34,2021
34143,15.0,34,2021
34145,24.0,34,2021
34146,16.0,34,2021
34147,15.0,34,2021
34148,17.0,34,2021
34150,20.0,34,2021
34151,16.0,34,2021
34154,11.0,34,2021
34155,13.0,34,2021
34157,18.0,34,2021
34159,9.0,34,2021
34161,13.0,34,2021
34162,28.0,34,2021
34163,12.0,34,2021
34165,11.0,34,2021
34166,15.0,34,2021
34169,6.0,34,2021
34172,28.0,34,2021
34176,8.0,34,2021
34178,18.0,34,2021
34183,17.0,34,2021
34192,16.0,34,2021
34194,18.0,34,2021
34198,9.0,34,2021
34199,28.0,34,2021
34202,11.0,34,2021
34207,15.0,34,2021
34209,15.0,34,2021
34210,14.0,34,2021
34213,13.0,34,2021
34217,8.0,34,2021
34225,17.0,34,2021
34237,16.0,34,2021
34239,15.0,34,2021
34240,7.0,34,2021
34244,11.0,34,2021
34247,6.0,34,2021
34249,7.0,34,2021
34255,6.0,34,2021
34259,10.0,34,2021
34270,11.0,34,2021
34272,11.0,34,2021
34274,9.0,34,2021
34276,9.0,34,2021
34281,15.0,34,2021
34289,18.0,34,2021
34298,15.0,34,2021
34299,16.0,34,2021
34300,17.0,34,2021
34301,25.0,34,2021
34309,5.0,34,2021
34310,14.0,34,2021
34321,10.0,34,2021
34324,18.0,34,2021
34327,9.0,34,2021
34329,14.0,34,2021
34332,23.0,34,2021
34333,12.0,34,2021
34336,22.0,34,2021
34337,12.0,34,2021
34341,12.0,34,2021
34344,16.0,34,2021
35001,7.0,35,2021
35004,12.0,35,2021
35006,6.0,35,2021
35012,10.0,35,2021
35013,10.0,35,2021
35014,9.0,35,2021
35023,5.0,35,2021
35024,7.0,35,2021
35031,6.0,35,2021
35032,6.0,35,2021
35033,7.0,35,2021
35037,6.0,35,2021
35040,6.0,35,2021
35047,10.0,35,2021
35049,8.0,35,2021
35051,7.0,35,2021
35055,12.0,35,2021
35059,8.0,35,2021
35066,13.0,35,2021
35068,6.0,35,2021
35069,5.0,35,2021
35076,8.0,35,2021
35085,12.0,35,2021
35088,10.0,35,2021
35093,12.0,35,2021
35095,14.0,35,2021
35115,17.0,35,2021
35116,9.0,35,2021
35120,7.0,35,2021
35123,6.0,35,2021
35124,10.0,35,2021
35125,11.0,35,2021
35126,6.0,35,2021
35127,5.0,35,2021
35131,11.0,35,2021
35133,6.0,35,2021
35136,7.0,35,2021
35139,5.0,35,2021
35152,5.0,35,2021
35162,15.0,35,2021
35167,13.0,35,2021
35168,11.0,35,2021
35173,5.0,35,2021
35176,10.0,35,2021
35177,5.0,35,2021
35179,9.0,35,2021
35184,7.0,35,2021
35188,8.0,35,2021
35189,10.0,35,2021
35191,12.0,35,2021
35196,8.0,35,2021
35204,6.0,35,2021
35206,10.0,35,2021
35207,5.0,35,2021
35208,9.0,35,2021
35210,8.0,35,2021
35219,10.0,35,2021
35220,6.0,35,2021
35223,9.0,35,2021
35224,8.0,35,2021
35227,6.0,35,2021
35228,9.0,35,2021
35236,16.0,35,2021
35238,21.0,35,2021
35239,9.0,35,2021
35240,10.0,35,2021
35241,7.0,35,2021
35245,7.0,35,2021
35251,8.0,35,2021
35253,6.0,35,2021
35256,10.0,35,2021
35257,10.0,35,2021
35266,9.0,35,2021
35273,11.0,35,2021
35275,8.0,35,2021
35278,6.0,35,2021
35281,15.0,35,2021
35282,7.0,35,2021
35287,8.0,35,2021
35288,13.0,35,2021
35297,12.0,35,2021
35299,7.0,35,2021
35308,9.0,35,2021
35328,13.0,35,2021
35334,6.0,35,2021
35337,8.0,35,2021
35352,8.0,35,2021
35353,13.0,35,2021
35360,11.0,35,2021
35363,8.0,35,2021
36005,8.0,36,2021
36006,18.0,36,2021
36018,17.0,36,2021
36031,15.0,36,2021
36034,13.0,36,2021
36044,23.0,36,2021
36045,17.0,36,2021
36046,19.0,36,2021
36063,12.0,36,2021
36088,18.0,36,2021
36093,13.0,36,2021
36159,5.0,36,2021
36228,14.0,36,2021
36241,12.0,36,2021
37003,16.0,37,2021
37014,10.0,37,2021
37018,5.0,37,2021
37022,8.0,37,2021
37027,10.0,37,2021
37031,14.0,37,2021
37050,11.0,37,2021
37063,20.0,37,2021
37072,18.0,37,2021
37074,14.0,37,2021
37077,9.0,37,2021
37104,5.0,37,2021
37109,5.0,37,2021
37115,22.0,37,2021
37122,19.0,37,2021
37123,12.0,37,2021
37132,17.0,37,2021
37139,7.0,37,2021
37153,5.0,37,2021
37154,6.0,37,2021
37156,8.0,37,2021
37159,6.0,37,2021
37163,9.0,37,2021
37167,10.0,37,2021
37195,20.0,37,2021
37203,7.0,37,2021
37208,7.0,37,2021
37214,8.0,37,2021
37225,7.0,37,2021
37226,14.0,37,2021
37233,24.0,37,2021
37261,21.0,37,2021
37266,5.0,37,2021
37267,5.0,37,2021
37270,8.0,37,2021
37273,9.0,37,2021
37281,7.0,37,2021
38001,11.0,38,2021
38006,9.0,38,2021
38012,12.0,38,2021
38022,9.0,38,2021
38034,19.0,38,2021
38052,11.0,38,2021
38053,21.0,38,2021
38058,10.0,38,2021
38085,11.0,38,2021
38087,14.0,38,2021
38095,10.0,38,2021
38097,12.0,38,2021
38111,5.0,38,2021
38130,16.0,38,2021
38133,5.0,38,2021
38138,11.0,38,2021
38140,6.0,38,2021
38150,9.0,38,2021
38151,24.0,38,2021
38157,6.0,38,2021
38158,11.0,38,2021
38169,19.0,38,2021
38175,6.0,38,2021
38179,10.0,38,2021
38182,9.0,38,2021
38185,21.0,38,2021
38189,6.0,38,2021
38193,18.0,38,2021
38194,9.0,38,2021
38200,6.0,38,2021
38225,10.0,38,2021
38229,7.0,38,2021
38239,10.0,38,2021
38247,11.0,38,2021
38261,12.0,38,2021
38269,17.0,38,2021
38276,11.0,38,2021
38298,28.0,38,2021
38314,11.0,38,2021
38315,14.0,38,2021
38316,16.0,38,2021
38317,21.0,38,2021
38318,22.0,38,2021
38332,15.0,38,2021
38337,12.0,38,2021
38344,20.0,38,2021
38348,5.0,38,2021
38374,6.0,38,2021
38377,12.0,38,2021
38378,8.0,38,2021
38382,10.0,38,2021
38384,13.0,38,2021
38389,6.0,38,2021
38397,5.0,38,2021
38399,9.0,38,2021
38400,7.0,38,2021
38412,9.0,38,2021
38416,18.0,38,2021
38421,19.0,38,2021
38422,5.0,38,2021
38423,15.0,38,2021
38425,15.0,38,2021
38449,13.0,38,2021
38455,6.0,38,2021
38457,17.0,38,2021
38468,16.0,38,2021
38474,8.0,38,2021
38485,10.0,38,2021
38486,6.0,38,2021
38507,8.0,38,2021
38509,25.0,38,2021
38516,9.0,38,2021
38517,12.0,38,2021
38524,6.0,38,2021
38537,12.0,38,2021
38538,5.0,38,2021
38544,21.0,38,2021
38545,6.0,38,2021
38547,8.0,38,2021
38548,10.0,38,2021
38553,22.0,38,2021
38559,12.0,38,2021
38562,12.0,38,2021
38563,15.0,38,2021
38565,9.0,38,2021
39013,14.0,39,2021
39097,15.0,39,2021
39189,10.0,39,2021
39198,21.0,39,2021
39233,10.0,39,2021
39286,13.0,39,2021
39300,21.0,39,2021
39362,13.0,39,2021
39368,16.0,39,2021
39434,15.0,39,2021
39470,6.0,39,2021
39475,16.0,39,2021
39478,20.0,39,2021
39491,12.0,39,2021
39500,18.0,39,2021
39526,8.0,39,2021
40001,16.0,40,2021
40004,9.0,40,2021
40036,10.0,40,2021
40046,10.0,40,2021
40065,14.0,40,2021
40075,10.0,40,2021
40088,20.0,40,2021
40119,14.0,40,2021
40133,9.0,40,2021
40134,18.0,40,2021
40150,10.0,40,2021
40168,12.0,40,2021
40184,13.0,40,2021
40192,16.0,40,2021
40197,13.0,40,2021
40202,11.0,40,2021
40209,8.0,40,2021
40217,7.0,40,2021
40224,16.0,40,2021
40230,9.0,40,2021
40233,12.0,40,2021
40243,11.0,40,2021
40261,9.0,40,2021
40273,10.0,40,2021
40279,14.0,40,2021
40281,12.0,40,2021
40282,11.0,40,2021
40283,8.0,40,2021
40284,10.0,40,2021
40287,7.0,40,2021
40296,13.0,40,2021
40304,9.0,40,2021
40310,11.0,40,2021
40312,10.0,40,2021
40313,17.0,40,2021
40317,9.0,40,2021
40328,15.0,40,2021
40331,13.0,40,2021
41018,27.0,41,2021
41047,8.0,41,2021
41055,8.0,41,2021
41059,10.0,41,2021
41106,11.0,41,2021
41136,16.0,41,2021
41149,12.0,41,2021
41151,16.0,41,2021
41161,12.0,41,2021
41164,17.0,41,2021
41167,11.0,41,2021
41173,9.0,41,2021
41185,9.0,41,2021
41194,19.0,41,2021
41198,18.0,41,2021
41211,8.0,41,2021
41212,7.0,41,2021
41220,9.0,41,2021
41226,7.0,41,2021
41232,14.0,41,2021
41242,19.0,41,2021
41269,20.0,41,2021
41276,9.0,41,2021
41280,11.0,41,2021
41295,9.0,41,2021
42005,17.0,42,2021
42011,14.0,42,2021
42019,19.0,42,2021
42022,10.0,42,2021
42023,12.0,42,2021
42044,25.0,42,2021
42052,16.0,42,2021
42056,7.0,42,2021
42059,11.0,42,2021
42071,17.0,42,2021
42092,7.0,42,2021
42094,16.0,42,2021
42095,24.0,42,2021
42097,6.0,42,2021
42099,9.0,42,2021
42103,15.0,42,2021
42110,17.0,42,2021
42123,15.0,42,2021
42127,14.0,42,2021
42147,14.0,42,2021
42149,8.0,42,2021
42165,10.0,42,2021
42168,8.0,42,2021
42177,13.0,42,2021
42182,7.0,42,2021
42183,34.0,42,2021
42184,11.0,42,2021
42186,23.0,42,2021
42187,25.0,42,2021
42189,12.0,42,2021
42207,21.0,42,2021
42218,28.0,42,2021
42222,6.0,42,2021
42223,11.0,42,2021
42224,8.0,42,2021
42225,6.0,42,2021
42234,7.0,42,2021
42237,10.0,42,2021
42256,8.0,42,2021
42271,10.0,42,2021
42275,10.0,42,2021
42279,7.0,42,2021
42285,8.0,42,2021
42299,7.0,42,2021
42302,8.0,42,2021
42304,15.0,42,2021
42305,10.0,42,2021
42316,14.0,42,2021
42323,5.0,42,2021
42330,9.0,42,2021
42332,8.0,42,2021
43012,9.0,43,2021
43020,7.0,43,2021
43025,7.0,43,2021
43040,20.0,43,2021
43041,16.0,43,2021
43046,12.0,43,2021
43051,16.0,43,2021
43087,11.0,43,2021
43089,13.0,43,2021
43112,15.0,43,2021
43137,9.0,43,2021
43157,21.0,43,2021
43162,14.0,43,2021
43177,7.0,43,2021
43185,15.0,43,2021
43205,7.0,43,2021
43211,8.0,43,2021
43216,10.0,43,2021
43224,8.0,43,2021
43244,14.0,43,2021
43251,10.0,43,2021
43268,10.0,43,2021
44001,13.0,44,2021
44003,13.0,44,2021
44005,8.0,44,2021
44006,11.0,44,2021
44007,16.0,44,2021
44009,5.0,44,2021
44010,10.0,44,2021
44012,8.0,44,2021
44014,6.0,44,2021
44015,9.0,44,2021
44018,6.0,44,2021
44020,11.0,44,2021
44021,8.0,44,2021
44023,8.0,44,2021
44026,6.0,44,2021
44028,5.0,44,2021
44029,5.0,44,2021
44030,10.0,44,2021
44035,7.0,44,2021
44036,18.0,44,2021
44037,6.0,44,2021
44038,9.0,44,2021
44041,5.0,44,2021
44043,8.0,44,2021
44045,6.0,44,2021
44047,9.0,44,2021
44049,10.0,44,2021
44050,7.0,44,2021
44051,10.0,44,2021
44052,8.0,44,2021
44054,9.0,44,2021
44055,8.0,44,2021
44056,6.0,44,2021
44057,13.0,44,2021
44061,8.0,44,2021
44064,5.0,44,2021
44066,5.0,44,2021
44067,16.0,44,2021
44068,13.0,44,2021
44069,8.0,44,2021
44070,5.0,44,2021
44071,5.0,44,2021
44072,8.0,44,2021
44073,6.0,44,2021
44074,9.0,44,2021
44081,10.0,44,2021
44082,5.0,44,2021
44084,7.0,44,2021
44087,10.0,44,2021
44089,5.0,44,2021
44096,6.0,44,2021
44097,10.0,44,2021
44098,8.0,44,2021
44101,9.0,44,2021
44103,12.0,44,2021
44109,17.0,44,2021
44110,8.0,44,2021
44113,11.0,44,2021
44114,10.0,44,2021
44116,15.0,44,2021
44120,8.0,44,2021
44122,6.0,44,2021
44126,8.0,44,2021
44128,11.0,44,2021
44129,7.0,44,2021
44130,6.0,44,2021
44131,7.0,44,2021
44132,7.0,44,2021
44135,11.0,44,2021
44143,13.0,44,2021
44144,12.0,44,2021
44146,14.0,44,2021
44149,9.0,44,2021
44151,5.0,44,2021
44152,6.0,44,2021
44154,7.0,44,2021
44156,9.0,44,2021
44158,5.0,44,2021
44161,9.0,44,2021
44162,16.0,44,2021
44163,5.0,44,2021
44166,8.0,44,2021
44168,10.0,44,2021
44169,5.0,44,2021
44172,7.0,44,2021
44175,6.0,44,2021
44176,7.0,44,2021
44179,5.0,44,2021
44180,12.0,44,2021
44182,8.0,44,2021
44183,7.0,44,2021
44184,17.0,44,2021
44185,14.0,44,2021
44186,6.0,44,2021
44187,9.0,44,2021
44188,6.0,44,2021
44190,9.0,44,2021
44194,7.0,44,2021
44195,7.0,44,2021
44198,7.0,44,2021
44201,5.0,44,2021
44204,7.0,44,2021
44209,5.0,44,2021
44210,14.0,44,2021
44211,8.0,44,2021
44212,7.0,44,2021
44213,10.0,44,2021
44215,6.0,44,2021
44216,7.0,44,2021
44217,5.0,44,2021
45004,15.0,45,2021
45028,15.0,45,2021
45053,18.0,45,2021
45061,10.0,45,2021
45068,31.0,45,2021
45075,10.0,45,2021
45082,11.0,45,2021
45083,20.0,45,2021
45087,13.0,45,2021
45089,7.0,45,2021
45093,11.0,45,2021
45098,6.0,45,2021
45104,12.0,45,2021
45108,13.0,45,2021
45115,18.0,45,2021
45127,12.0,45,2021
45142,7.0,45,2021
45145,10.0,45,2021
45146,9.0,45,2021
45147,19.0,45,2021
45155,25.0,45,2021
45169,10.0,45,2021
45173,11.0,45,2021
45179,8.0,45,2021
45187,15.0,45,2021
45191,15.0,45,2021
45203,9.0,45,2021
45208,36.0,45,2021
45224,11.0,45,2021
45229,15.0,45,2021
45232,8.0,45,2021
45234,22.0,45,2021
45235,6.0,45,2021
45247,13.0,45,2021
45248,10.0,45,2021
45252,25.0,45,2021
45258,12.0,45,2021
45269,6.0,45,2021
45273,13.0,45,2021
45274,6.0,45,2021
45284,16.0,45,2021
45285,23.0,45,2021
45286,9.0,45,2021
45298,11.0,45,2021
45302,15.0,45,2021
45308,6.0,45,2021
45315,23.0,45,2021
45338,14.0,45,2021
46042,19.0,46,2021
46102,16.0,46,2021
46127,16.0,46,2021
46128,12.0,46,2021
46224,13.0,46,2021
46225,14.0,46,2021
46251,17.0,46,2021
46309,22.0,46,2021
47001,27.0,47,2021
47004,25.0,47,2021
47027,17.0,47,2021
47031,13.0,47,2021
47032,11.0,47,2021
47049,20.0,47,2021
47051,9.0,47,2021
47052,19.0,47,2021
47065,18.0,47,2021
47069,14.0,47,2021
47091,10.0,47,2021
47100,9.0,47,2021
47106,26.0,47,2021
47143,22.0,47,2021
47145,11.0,47,2021
47157,23.0,47,2021
47168,24.0,47,2021
47175,16.0,47,2021
47185,15.0,47,2021
47195,19.0,47,2021
47201,14.0,47,2021
47203,17.0,47,2021
47209,11.0,47,2021
47215,12.0,47,2021
47233,14.0,47,2021
47252,26.0,47,2021
47280,14.0,47,2021
47310,24.0,47,2021
47323,23.0,47,2021
48009,15.0,48,2021
48080,17.0,48,2021
48092,15.0,48,2021
48095,13.0,48,2021
48140,13.0,48,2021
49002,14.0,49,2021
49007,21.0,49,2021
49015,10.0,49,2021
49018,13.0,49,2021
49020,7.0,49,2021
49021,9.0,49,2021
49023,8.0,49,2021
49035,5.0,49,2021
49050,7.0,49,2021
49054,17.0,49,2021
49060,11.0,49,2021
49063,8.0,49,2021
49069,7.0,49,2021
49080,11.0,49,2021
49086,8.0,49,2021
49092,9.0,49,2021
49099,14.0,49,2021
49125,12.0,49,2021
49127,13.0,49,2021
49129,8.0,49,2021
49138,10.0,49,2021
49160,11.0,49,2021
49163,9.0,49,2021
49176,8.0,49,2021
49180,16.0,49,2021
49183,10.0,49,2021
49192,6.0,49,2021
49193,7.0,49,2021
49194,6.0,49,2021
49200,5.0,49,2021
49214,8.0,49,2021
49215,15.0,49,2021
49218,8.0,49,2021
49220,8.0,49,2021
49223,7.0,49,2021
49228,20.0,49,2021
49244,8.0,49,2021
49246,11.0,49,2021
49248,15.0,49,2021
49261,11.0,49,2021
49267,11.0,49,2021
49278,6.0,49,2021
49292,6.0,49,2021
49298,6.0,49,2021
49301,7.0,49,2021
49307,6.0,49,2021
49323,7.0,49,2021
49328,18.0,49,2021
49331,12.0,49,2021
49332,5.0,49,2021
49333,10.0,49,2021
49345,8.0,49,2021
49347,7.0,49,2021
49353,16.0,49,2021
49367,8.0,49,2021
49373,11.0,49,2021
49377,5.0,49,2021
49378,12.0,49,2021
50002,9.0,50,2021
50003,11.0,50,2021
50025,14.0,50,2021
50031,14.0,50,2021
50041,7.0,50,2021
50074,14.0,50,2021
50076,9.0,50,2021
50082,11.0,50,2021
50099,14.0,50,2021
50129,14.0,50,2021
50139,6.0,50,2021
50147,19.0,50,2021
50151,12.0,50,2021
50165,9.0,50,2021
50168,9.0,50,2021
50215,9.0,50,2021
50218,14.0,50,2021
50236,15.0,50,2021
50256,12.0,50,2021
50267,14.0,50,2021
50292,11.0,50,2021
50359,16.0,50,2021
50391,12.0,50,2021
50393,16.0,50,2021
50394,20.0,50,2021
50400,14.0,50,2021
50402,9.0,50,2021
50410,13.0,50,2021
50412,12.0,50,2021
50419,12.0,50,2021
50444,8.0,50,2021
50484,15.0,50,2021
50487,13.0,50,2021
50502,19.0,50,2021
50523,12.0,50,2021
50532,8.0,50,2021
50546,8.0,50,2021
50550,13.0,50,2021
50551,12.0,50,2021
50565,9.0,50,2021
50582,17.0,50,2021
50592,15.0,50,2021
50601,11.0,50,2021
50615,12.0,50,2021
50639,18.0,50,2021
51030,8.0,51,2021
51055,9.0,51,2021
51058,8.0,51,2021
51108,22.0,51,2021
51172,6.0,51,2021
51217,16.0,51,2021
51230,20.0,51,2021
51242,11.0,51,2021
51248,16.0,51,2021
51250,17.0,51,2021
51380,19.0,51,2021
51388,14.0,51,2021
51454,24.0,51,2021
51474,9.0,51,2021
51506,16.0,51,2021
51507,17.0,51,2021
51535,17.0,51,2021
51559,15.0,51,2021
51573,9.0,51,2021
51612,9.0,51,2021
51649,28.0,51,2021
51662,7.0,51,2021
52093,16.0,52,2021
52121,19.0,52,2021
52182,12.0,52,2021
52250,29.0,52,2021
52269,21.0,52,2021
52353,15.0,52,2021
52448,26.0,52,2021
52550,19.0,52,2021
53003,11.0,53,2021
53005,9.0,53,2021
53034,5.0,53,2021
53054,6.0,53,2021
53062,11.0,53,2021
53077,8.0,53,2021
53084,14.0,53,2021
53096,11.0,53,2021
53097,13.0,53,2021
53107,15.0,53,2021
53119,8.0,53,2021
53127,12.0,53,2021
53130,18.0,53,2021
53140,6.0,53,2021
53147,13.0,53,2021
53152,10.0,53,2021
53161,11.0,53,2021
53185,15.0,53,2021
53188,16.0,53,2021
53201,8.0,53,2021
53271,16.0,53,2021
54028,20.0,54,2021
54029,15.0,54,2021
54039,18.0,54,2021
54076,12.0,54,2021
54079,18.0,54,2021
54090,6.0,54,2021
54099,13.0,54,2021
54111,8.0,54,2021
54115,16.0,54,2021
54136,12.0,54,2021
54138,8.0,54,2021
54150,10.0,54,2021
54152,10.0,54,2021
54157,10.0,54,2021
54159,12.0,54,2021
54174,10.0,54,2021
54184,16.0,54,2021
54205,15.0,54,2021
54215,16.0,54,2021
54234,13.0,54,2021
54254,17.0,54,2021
54257,6.0,54,2021
54261,28.0,54,2021
54263,21.0,54,2021
54270,13.0,54,2021
54273,16.0,54,2021
54274,28.0,54,2021
54280,27.0,54,2021
54300,14.0,54,2021
54304,20.0,54,2021
54314,11.0,54,2021
54318,10.0,54,2021
54322,21.0,54,2021
54323,31.0,54,2021
54328,5.0,54,2021
54329,23.0,54,2021
54339,15.0,54,2021
54357,33.0,54,2021
54367,10.0,54,2021
54382,34.0,54,2021
54395,22.0,54,2021
54397,12.0,54,2021
54415,8.0,54,2021
54425,26.0,54,2021
54430,17.0,54,2021
54431,19.0,54,2021
54439,9.0,54,2021
54451,16.0,54,2021
54462,8.0,54,2021
54482,15.0,54,2021
54483,12.0,54,2021
54493,17.0,54,2021
54495,8.0,54,2021
54498,9.0,54,2021
54526,16.0,54,2021
54528,22.0,54,2021
54533,18.0,54,2021
54536,15.0,54,2021
54542,11.0,54,2021
54547,30.0,54,2021
54549,14.0,54,2021
54578,10.0,54,2021
54580,22.0,54,2021
55010,11.0,55,2021
55029,21.0,55,2021
55043,12.0,55,2021
55063,24.0,55,2021
55122,25.0,55,2021
55181,21.0,55,2021
55291,18.0,55,2021
55427,18.0,55,2021
55463,22.0,55,2021
55502,26.0,55,2021
55505,11.0,55,2021
55545,21.0,55,2021
56001,12.0,56,2021
56003,5.0,56,2021
56005,10.0,56,2021
56007,15.0,56,2021
56008,8.0,56,2021
56010,8.0,56,2021
56013,10.0,56,2021
56017,9.0,56,2021
56023,7.0,56,2021
56026,16.0,56,2021
56031,11.0,56,2021
56033,13.0,56,2021
56034,9.0,56,2021
56036,7.0,56,2021
56040,8.0,56,2021
56041,10.0,56,2021
